"region","order_date","net_revenue","orders_cnt","avg_check"
"Latin America","2024-10-17","44.38","2","22.19"
"Latin America","2024-10-18","561.09","3","187.03"
"Latin America","2024-10-19","523.66","1","523.66"
"Latin America","2024-10-20","752.74","3","250.91"
"Latin America","2024-10-21","120.49","1","120.49"
"Latin America","2024-10-22","1610.71","4","402.68"
"Latin America","2024-10-23","279.9","4","69.98"
"Latin America","2024-10-24","72.57","2","36.28"
"Latin America","2024-10-25","1173.52","7","167.65"
"Latin America","2024-10-26","1249.68","4","312.42"
"Latin America","2024-10-27","698.68","3","232.89"
"Latin America","2024-10-28","720.14","4","180.03"
"Latin America","2024-10-29","46.13","1","46.13"
"Latin America","2024-10-30","1323.17","4","330.79"
"Latin America","2024-11-01","365.57","5","73.11"
"Latin America","2024-11-02","1685.5","10","168.55"
"Latin America","2024-11-03","1268.57","11","115.32"
"Latin America","2024-11-04","343.84","2","171.92"
"Latin America","2024-11-05","1785.78","10","178.58"
"Latin America","2024-11-06","1469.72","7","209.96"
"Latin America","2024-11-07","2409.17","12","200.76"
"Latin America","2024-11-08","724.69","7","103.53"
"Latin America","2024-11-09","684.18","7","97.74"
"Latin America","2024-11-10","1523.27","6","253.88"
"Latin America","2024-11-11","967.97","5","193.59"
"Latin America","2024-11-12","2299.92","5","459.98"
"Latin America","2024-11-13","620.41","5","124.08"
"Latin America","2024-11-14","874.47","5","174.89"
"Latin America","2024-11-15","204.93","3","68.31"
"Latin America","2024-11-16","1178.69","4","294.67"
"Latin America","2024-11-17","2243.87","5","448.77"
"Latin America","2024-11-18","1627.8","8","203.47"
"Latin America","2024-11-19","3294.97","10","329.5"
"Latin America","2024-11-20","2255.53","6","375.92"
"Latin America","2024-11-21","1763.49","6","293.92"
"Latin America","2024-11-22","2609.44","7","372.78"
"Latin America","2024-11-23","780.34","4","195.09"
"Latin America","2024-11-24","3074.42","8","384.3"
"Latin America","2024-11-25","1229.84","5","245.97"
"Latin America","2024-11-26","859.1","5","171.82"
"Latin America","2024-11-27","890.57","5","178.11"
"Latin America","2024-11-28","1704.2","8","213.03"
"Latin America","2024-11-29","770.26","1","770.26"
"Latin America","2024-12-01","2267.53","10","226.75"
"Latin America","2024-12-02","1588.02","6","264.67"
"Latin America","2024-12-03","3868.41","15","257.89"
"Latin America","2024-12-04","4600.43","12","383.37"
"Latin America","2024-12-05","2730.41","10","273.04"
"Latin America","2024-12-06","1400.81","10","140.08"
"Latin America","2024-12-07","4227.2","17","248.66"
"Latin America","2024-12-08","2791.5","12","232.63"
"Latin America","2024-12-09","4201.89","12","350.16"
"Latin America","2024-12-10","3782.04","9","420.23"
"Latin America","2024-12-11","1253.04","10","125.3"
"Latin America","2024-12-12","6005.54","15","400.37"
"Latin America","2024-12-13","1790.84","13","137.76"
"Latin America","2024-12-14","850.9","7","121.56"
"Latin America","2024-12-15","1971.4","9","219.04"
"Latin America","2024-12-16","5680.17","12","473.35"
"Latin America","2024-12-17","2275.93","13","175.07"
"Latin America","2024-12-18","1399.3","12","116.61"
"Latin America","2024-12-19","3733.45","13","287.19"
"Latin America","2024-12-20","2450.54","8","306.32"
"Latin America","2024-12-21","1979.84","11","179.99"
"Latin America","2024-12-22","3939.65","13","303.05"
"Latin America","2024-12-23","6092.68","15","406.18"
"Latin America","2024-12-24","4065.17","17","239.13"
"Latin America","2024-12-25","5099.6","13","392.28"
"Latin America","2024-12-26","4584.43","12","382.04"
"Latin America","2024-12-27","2755.37","16","172.21"
"Latin America","2024-12-28","2304.5","12","192.04"
"Latin America","2024-12-29","1233.03","7","176.15"
"Latin America","2024-12-30","536.79","4","134.2"
"Latin America","2024-12-31","2212.08","5","442.42"
"Middle East","2022-03-02","11.8","1","11.8"
"Middle East","2022-05-04","111.74","1","111.74"
"Middle East","2022-05-05","52.26","1","52.26"
"Middle East","2022-05-10","74.09","1","74.09"
"Middle East","2022-06-14","354.1","1","354.1"
"Middle East","2022-07-04","30.23","1","30.23"
"Middle East","2022-08-11","95.16","1","95.16"
"Middle East","2022-08-16","81.7","1","81.7"
"Middle East","2022-08-22","916.19","1","916.19"
"Middle East","2022-08-26","133.5","1","133.5"
"Middle East","2022-08-28","233.18","1","233.18"
"Middle East","2022-09-06","26.95","1","26.95"
"Middle East","2022-09-11","28.45","1","28.45"
"Middle East","2022-09-13","411.79","2","205.9"
"Middle East","2022-09-16","53.48","1","53.48"
"Middle East","2022-09-29","138.04","1","138.04"
"Middle East","2022-11-11","185.51","1","185.51"
"Middle East","2022-11-16","60.31","1","60.31"
"Middle East","2022-11-26","356.49","1","356.49"
"Middle East","2022-11-27","27.13","1","27.13"
"Middle East","2022-12-04","29.8","1","29.8"
"Middle East","2022-12-05","289.55","1","289.55"
"Middle East","2022-12-07","128.06","1","128.06"
"Middle East","2022-12-10","945.35","1","945.35"
"Middle East","2022-12-12","190.49","1","190.49"
"Middle East","2022-12-18","115.97","1","115.97"
"Middle East","2022-12-21","10.79","1","10.79"
"Middle East","2022-12-27","282.46","2","141.23"
"Middle East","2023-01-02","217.95","1","217.95"
"Middle East","2023-01-17","294.46","1","294.46"
"Middle East","2023-01-26","299.07","1","299.07"
"Middle East","2023-01-28","20.9","1","20.9"
"Middle East","2023-02-01","86.25","1","86.25"
"Middle East","2023-02-06","38.74","1","38.74"
"Middle East","2023-02-08","20.54","1","20.54"
"Middle East","2023-02-21","164.72","1","164.72"
"Middle East","2023-02-22","373.2","1","373.2"
"Middle East","2023-02-23","839.18","1","839.18"
"Middle East","2023-03-01","612.18","1","612.18"
"Middle East","2023-03-10","45.3","1","45.3"
"Middle East","2023-03-20","16.89","1","16.89"
"Middle East","2023-04-07","32.24","1","32.24"
"Middle East","2023-04-16","116.21","2","58.11"
"Middle East","2023-04-24","145.26","2","72.63"
"Middle East","2023-04-29","17.66","1","17.66"
"Middle East","2023-05-04","255.18","1","255.18"
"Middle East","2023-05-05","78.78","1","78.78"
"Middle East","2023-05-12","28.99","1","28.99"
"Middle East","2023-05-16","494.28","2","247.14"
"Middle East","2023-05-19","735.49","1","735.49"
"Middle East","2023-05-21","172.08","1","172.08"
"Middle East","2023-05-26","134.57","1","134.57"
"Middle East","2023-05-28","24.64","1","24.64"
"Middle East","2023-06-04","350.12","3","116.71"
"Middle East","2023-06-05","1031.51","1","1031.51"
"Middle East","2023-06-09","230.46","1","230.46"
"Middle East","2023-06-11","15.83","1","15.83"
"Middle East","2023-06-12","27.02","1","27.02"
"Middle East","2023-06-21","37.14","1","37.14"
"Middle East","2023-06-24","1153.01","2","576.5"
"Middle East","2023-06-26","259.6","1","259.6"
"Middle East","2023-07-01","92.26","1","92.26"
"Middle East","2023-07-03","39.04","1","39.04"
"Middle East","2023-07-04","50.94","1","50.94"
"Middle East","2023-07-05","105.46","2","52.73"
"Middle East","2023-07-06","55.64","1","55.64"
"Middle East","2023-07-07","145.52","1","145.52"
"Middle East","2023-07-08","44.62","1","44.62"
"Middle East","2023-07-09","238.63","3","79.54"
"Middle East","2023-07-10","224.12","1","224.12"
"Middle East","2023-07-11","153.25","1","153.25"
"Middle East","2023-07-12","356.74","3","118.91"
"Middle East","2023-07-13","373.73","1","373.73"
"Middle East","2023-07-14","11.8","1","11.8"
"Middle East","2023-07-15","136.78","1","136.78"
"Middle East","2023-07-19","34.51","1","34.51"
"Middle East","2023-07-20","149.72","1","149.72"
"Middle East","2023-07-21","256.47","1","256.47"
"Middle East","2023-07-23","58.02","1","58.02"
"Middle East","2023-07-24","36.02","1","36.02"
"Middle East","2023-07-25","26.29","1","26.29"
"Middle East","2023-07-26","37.18","1","37.18"
"Middle East","2023-07-27","57.74","1","57.74"
"Middle East","2023-07-28","1131.01","2","565.5"
"Middle East","2023-08-02","74.34","1","74.34"
"Middle East","2023-08-05","128.57","1","128.57"
"Middle East","2023-08-08","235.02","1","235.02"
"Middle East","2023-08-10","21.38","1","21.38"
"Middle East","2023-08-11","70.84","1","70.84"
"Middle East","2023-08-13","226.41","1","226.41"
"Middle East","2023-08-15","51.78","1","51.78"
"Middle East","2023-08-16","75.17","1","75.17"
"Middle East","2023-08-20","41.59","2","20.8"
"Middle East","2023-08-22","68.07","1","68.07"
"Middle East","2023-09-06","164.91","1","164.91"
"Middle East","2023-09-08","60.65","1","60.65"
"Middle East","2023-09-15","44.32","1","44.32"
"Middle East","2023-09-16","360.51","1","360.51"
"Middle East","2023-09-19","721.42","1","721.42"
"Middle East","2023-09-20","166.37","2","83.19"
"Middle East","2023-09-21","169.06","1","169.06"
"Middle East","2023-09-23","109.94","1","109.94"
"Middle East","2023-09-26","668.27","1","668.27"
"Middle East","2023-09-27","92.52","1","92.52"
"Middle East","2023-10-01","57.79","1","57.79"
"Middle East","2023-10-03","320.1","2","160.05"
"Middle East","2023-10-05","672.71","1","672.71"
"Middle East","2023-10-07","57.02","1","57.02"
"Middle East","2023-10-08","68.09","2","34.05"
"Middle East","2023-10-10","121.46","1","121.46"
"Middle East","2023-10-13","826.81","2","413.4"
"Middle East","2023-10-14","875.35","3","291.78"
"Middle East","2023-10-16","27.64","1","27.64"
"Middle East","2023-10-18","63.03","1","63.03"
"Middle East","2023-10-22","145.02","1","145.02"
"Middle East","2023-10-23","310.46","1","310.46"
"Middle East","2023-11-01","5","1","5"
"Middle East","2023-11-02","24.78","1","24.78"
"Middle East","2023-11-03","246.01","3","82"
"Middle East","2023-11-05","160.67","1","160.67"
"Middle East","2023-11-06","416.16","2","208.08"
"Middle East","2023-11-07","620.75","4","155.19"
"Middle East","2023-11-08","140.73","2","70.36"
"Middle East","2023-11-10","89.77","1","89.77"
"Middle East","2023-11-11","1077.09","2","538.54"
"Middle East","2023-11-13","865.47","3","288.49"
"Middle East","2023-11-17","162.44","2","81.22"
"Middle East","2023-11-19","434.1","1","434.1"
"Middle East","2023-11-20","17.26","1","17.26"
"Middle East","2023-11-21","241.16","2","120.58"
"Middle East","2023-11-22","2011.99","3","670.66"
"Middle East","2023-11-24","253.55","1","253.55"
"Middle East","2023-11-27","74.77","1","74.77"
"Middle East","2023-11-28","79.39","2","39.7"
"Middle East","2023-12-01","651.64","1","651.64"
"Middle East","2023-12-02","119.84","4","29.96"
"Middle East","2023-12-03","844.73","1","844.73"
"Middle East","2023-12-04","231.05","2","115.53"
"Middle East","2023-12-05","528.42","4","132.1"
"Middle East","2023-12-06","326.72","2","163.36"
"Middle East","2023-12-07","985.69","4","246.42"
"Middle East","2023-12-08","3329.66","4","832.41"
"Middle East","2023-12-09","264.5","2","132.25"
"Middle East","2023-12-10","714.98","2","357.49"
"Middle East","2023-12-11","100.41","1","100.41"
"Middle East","2023-12-12","184.77","1","184.77"
"Middle East","2023-12-13","719.13","4","179.78"
"Middle East","2023-12-14","139.2","3","46.4"
"Middle East","2023-12-16","99.31","2","49.65"
"Middle East","2023-12-18","601.44","1","601.44"
"Middle East","2023-12-19","114.91","1","114.91"
"Middle East","2023-12-20","288.82","2","144.41"
"Middle East","2023-12-21","256.8","3","85.6"
"Middle East","2023-12-22","29.79","1","29.79"
"Middle East","2023-12-23","153.96","2","76.98"
"Middle East","2023-12-24","540.84","2","270.42"
"Middle East","2023-12-25","2273.45","3","757.82"
"Middle East","2023-12-26","2987.02","3","995.67"
"Middle East","2023-12-27","681.1","3","227.03"
"Middle East","2023-12-28","716.77","2","358.39"
"Middle East","2023-12-30","85.95","1","85.95"
"Middle East","2024-01-01","81.04","1","81.04"
"Middle East","2024-01-04","123.33","1","123.33"
"Middle East","2024-01-05","277.33","2","138.66"
"Middle East","2024-01-06","90.83","1","90.83"
"Middle East","2024-01-09","109.94","1","109.94"
"Middle East","2024-01-10","1333.61","2","666.8"
"Middle East","2024-01-11","120.04","1","120.04"
"Middle East","2024-01-12","343.75","3","114.58"
"Middle East","2024-01-14","444.06","1","444.06"
"Middle East","2024-01-16","1033.04","1","1033.04"
"Middle East","2024-01-18","77.48","1","77.48"
"Middle East","2024-01-20","136.93","1","136.93"
"Middle East","2024-01-23","32.41","1","32.41"
"Middle East","2024-01-24","147.16","2","73.58"
"Middle East","2024-01-25","250.27","3","83.42"
"Middle East","2024-01-26","218.92","1","218.92"
"Middle East","2024-01-27","84","1","84"
"Middle East","2024-01-28","74.36","1","74.36"
"Middle East","2024-02-01","577.57","1","577.57"
"Middle East","2024-02-02","141.23","1","141.23"
"Middle East","2024-02-04","949.96","2","474.98"
"Middle East","2024-02-06","124.05","1","124.05"
"Middle East","2024-02-07","560.85","2","280.43"
"Middle East","2024-02-11","751.27","1","751.27"
"Middle East","2024-02-12","565.88","1","565.88"
"Middle East","2024-02-15","25.63","1","25.63"
"Middle East","2024-02-17","1097.52","2","548.76"
"Middle East","2024-02-18","120.86","1","120.86"
"Middle East","2024-02-20","191.43","1","191.43"
"Middle East","2024-02-21","1793.18","3","597.73"
"Middle East","2024-02-23","452.91","2","226.46"
"Middle East","2024-02-24","352.41","2","176.21"
"Middle East","2024-02-25","703.67","3","234.56"
"Middle East","2024-02-26","136.77","1","136.77"
"Middle East","2024-03-04","263.27","3","87.76"
"Middle East","2024-03-05","117.35","1","117.35"
"Middle East","2024-03-07","1076.74","2","538.37"
"Middle East","2024-03-10","111.98","1","111.98"
"Middle East","2024-03-11","1160.4","3","386.8"
"Middle East","2024-03-12","294.48","2","147.24"
"Middle East","2024-03-16","2164.14","3","721.38"
"Middle East","2024-03-17","210.15","2","105.07"
"Middle East","2024-03-18","960.62","1","960.62"
"Middle East","2024-03-23","74.93","1","74.93"
"Middle East","2024-03-26","128.51","2","64.25"
"Middle East","2024-03-27","65.38","1","65.38"
"Middle East","2024-03-28","246.6","2","123.3"
"Middle East","2024-04-01","264.04","4","66.01"
"Middle East","2024-04-02","959.8","2","479.9"
"Middle East","2024-04-05","159.11","2","79.56"
"Middle East","2024-04-07","5","1","5"
"Middle East","2024-04-08","522.28","1","522.28"
"Middle East","2024-04-09","41.31","1","41.31"
"Middle East","2024-04-10","551.43","1","551.43"
"Middle East","2024-04-11","364.14","1","364.14"
"Middle East","2024-04-13","222.39","1","222.39"
"Middle East","2024-04-15","127.86","1","127.86"
"Middle East","2024-04-17","2001.59","1","2001.59"
"Middle East","2024-04-18","33.02","1","33.02"
"Middle East","2024-04-19","91.19","1","91.19"
"Middle East","2024-04-21","369.58","2","184.79"
"Middle East","2024-04-22","117.42","1","117.42"
"Middle East","2024-04-23","977.74","3","325.91"
"Middle East","2024-04-25","193.97","2","96.98"
"Middle East","2024-04-26","212.95","1","212.95"
"Middle East","2024-04-27","118.17","2","59.09"
"Middle East","2024-04-28","197.21","3","65.74"
"Middle East","2024-04-29","281.31","1","281.31"
"Middle East","2024-05-01","561.2","1","561.2"
"Middle East","2024-05-02","928.32","1","928.32"
"Middle East","2024-05-03","750.77","2","375.38"
"Middle East","2024-05-04","111.78","1","111.78"
"Middle East","2024-05-06","205.47","1","205.47"
"Middle East","2024-05-07","531.56","1","531.56"
"Middle East","2024-05-09","70.31","1","70.31"
"Middle East","2024-05-12","93.8","2","46.9"
"Middle East","2024-05-14","214.86","2","107.43"
"Middle East","2024-05-15","10","1","10"
"Middle East","2024-05-17","83.06","1","83.06"
"Middle East","2024-05-19","334.03","1","334.03"
"Middle East","2024-05-20","1208.27","3","402.76"
"Middle East","2024-05-21","115.34","1","115.34"
"Middle East","2024-05-22","165.97","3","55.32"
"Middle East","2024-05-23","747.16","1","747.16"
"Middle East","2024-05-24","386.4","1","386.4"
"Middle East","2024-05-27","151.28","1","151.28"
"Middle East","2024-05-28","770.02","2","385.01"
"Middle East","2024-06-01","176.33","2","88.17"
"Middle East","2024-06-03","1172.91","2","586.46"
"Middle East","2024-06-05","2531.96","2","1265.98"
"Middle East","2024-06-06","246.96","2","123.48"
"Middle East","2024-06-08","91.82","1","91.82"
"Middle East","2024-06-10","977.32","3","325.77"
"Middle East","2024-06-11","485.5","1","485.5"
"Middle East","2024-06-12","1185.65","4","296.41"
"Middle East","2024-06-13","24.64","1","24.64"
"Middle East","2024-06-14","1314.65","1","1314.65"
"Middle East","2024-06-15","157.81","1","157.81"
"Middle East","2024-06-16","447.33","2","223.66"
"Middle East","2024-06-18","2529.59","5","505.92"
"Middle East","2024-06-19","42.42","1","42.42"
"Middle East","2024-06-20","904.76","1","904.76"
"Middle East","2024-06-21","515.36","3","171.79"
"Middle East","2024-06-22","690.13","5","138.03"
"Middle East","2024-06-25","570.35","2","285.18"
"Middle East","2024-06-26","1890.67","2","945.34"
"Middle East","2024-06-27","105.72","1","105.72"
"Middle East","2024-06-28","1053.69","2","526.85"
"Middle East","2024-06-30","1160.36","2","580.18"
"Middle East","2024-07-01","2373.91","5","474.78"
"Middle East","2024-07-02","140.49","1","140.49"
"Middle East","2024-07-04","156.51","2","78.25"
"Middle East","2024-07-05","32.7","1","32.7"
"Middle East","2024-07-06","552.29","3","184.1"
"Middle East","2024-07-07","617.81","2","308.9"
"Middle East","2024-07-08","180.79","2","90.39"
"Middle East","2024-07-09","270.41","1","270.41"
"Middle East","2024-07-10","226.57","2","113.28"
"Middle East","2024-07-11","919.64","3","306.55"
"Middle East","2024-07-12","738.15","3","246.05"
"Middle East","2024-07-13","446.56","1","446.56"
"Middle East","2024-07-14","404.34","2","202.17"
"Middle East","2024-07-15","583.51","3","194.5"
"Middle East","2024-07-16","81.91","2","40.95"
"Middle East","2024-07-17","58.64","1","58.64"
"Middle East","2024-07-18","203.53","1","203.53"
"Middle East","2024-07-19","1395.04","2","697.52"
"Middle East","2024-07-20","300.58","4","75.14"
"Middle East","2024-07-21","314.99","3","105"
"Middle East","2024-07-22","775.4","2","387.7"
"Middle East","2024-07-23","1101.89","3","367.3"
"Middle East","2024-07-24","720.17","3","240.06"
"Middle East","2024-07-25","59.81","1","59.81"
"Middle East","2024-07-26","120.41","1","120.41"
"Middle East","2024-07-27","116.42","2","58.21"
"Middle East","2024-08-01","1479.62","6","246.6"
"Middle East","2024-08-02","272.76","2","136.38"
"Middle East","2024-08-03","1450.57","2","725.28"
"Middle East","2024-08-04","548.59","2","274.29"
"Middle East","2024-08-05","1583.2","4","395.8"
"Middle East","2024-08-06","986.33","3","328.78"
"Middle East","2024-08-07","1111.15","4","277.79"
"Middle East","2024-08-08","1543.73","5","308.75"
"Middle East","2024-08-09","644.62","4","161.16"
"Middle East","2024-08-10","46.42","1","46.42"
"Middle East","2024-08-11","62.06","2","31.03"
"Middle East","2024-08-12","1503.12","3","501.04"
"Middle East","2024-08-13","1465.09","6","244.18"
"Middle East","2024-08-14","1062.22","3","354.07"
"Middle East","2024-08-15","1113.1","2","556.55"
"Middle East","2024-08-16","186.73","2","93.36"
"Middle East","2024-08-18","515.26","2","257.63"
"Middle East","2024-08-19","496.36","5","99.27"
"Middle East","2024-08-21","430.36","5","86.07"
"Middle East","2024-08-22","1035.57","3","345.19"
"Middle East","2024-08-23","2071.73","4","517.93"
"Middle East","2024-08-24","138.88","1","138.88"
"Middle East","2024-08-25","36.02","1","36.02"
"Middle East","2024-08-26","762.44","3","254.15"
"Middle East","2024-08-27","332.23","3","110.74"
"Middle East","2024-08-28","35.32","1","35.32"
"Middle East","2024-08-31","3748.19","3","1249.4"
"Middle East","2024-09-01","168.74","1","168.74"
"Middle East","2024-09-02","1007.27","2","503.63"
"Middle East","2024-09-03","779.83","4","194.96"
"Middle East","2024-09-04","202.51","1","202.51"
"Middle East","2024-09-05","2835.74","6","472.62"
"Middle East","2024-09-06","854.81","3","284.94"
"Middle East","2024-09-07","656.67","4","164.17"
"Middle East","2024-09-08","924.77","1","924.77"
"Middle East","2024-09-09","865.32","4","216.33"
"Middle East","2024-09-10","226.48","1","226.48"
"Middle East","2024-09-11","56.13","3","18.71"
"Middle East","2024-09-12","20.62","1","20.62"
"Middle East","2024-09-13","1279.81","3","426.6"
"Middle East","2024-09-14","93.29","1","93.29"
"Middle East","2024-09-15","507.96","2","253.98"
"Middle East","2024-09-16","1592.23","5","318.45"
"Middle East","2024-09-17","1695.52","4","423.88"
"Middle East","2024-09-18","514.35","1","514.35"
"Middle East","2024-09-20","216.09","3","72.03"
"Middle East","2024-09-21","1667.47","1","1667.47"
"Middle East","2024-09-22","26.29","1","26.29"
"Middle East","2024-09-23","1580.9","1","1580.9"
"Middle East","2024-09-24","490.54","3","163.51"
"Middle East","2024-09-25","374.31","1","374.31"
"Middle East","2024-09-26","642.95","2","321.47"
"Middle East","2024-09-27","497.5","3","165.83"
"Middle East","2024-09-28","141.22","2","70.61"
"Middle East","2024-09-29","68.46","1","68.46"
"Middle East","2024-10-01","86.49","1","86.49"
"Middle East","2024-10-03","1558.82","3","519.61"
"Middle East","2024-10-04","249.48","4","62.37"
"Middle East","2024-10-05","257.17","2","128.58"
"Middle East","2024-10-06","46.1","1","46.1"
"Middle East","2024-10-07","762.97","3","254.32"
"Middle East","2024-10-08","374.37","4","93.59"
"Middle East","2024-10-09","792.24","4","198.06"
"Middle East","2024-10-10","2931.11","8","366.39"
"Middle East","2024-10-11","2353.75","6","392.29"
"Middle East","2024-10-12","444.78","2","222.39"
"Middle East","2024-10-13","103.81","2","51.91"
"Middle East","2024-10-14","1171.26","3","390.42"
"Middle East","2024-10-15","448.7","2","224.35"
"Middle East","2024-10-16","1017.88","4","254.47"
"Middle East","2024-10-17","1303.08","2","651.54"
"Middle East","2024-10-19","771.81","5","154.36"
"Middle East","2024-10-21","88.92","1","88.92"
"Middle East","2024-10-22","522.66","2","261.33"
"Middle East","2024-10-23","313.86","3","104.62"
"Middle East","2024-10-24","459.29","2","229.64"
"Middle East","2024-10-25","1006.19","3","335.4"
"Middle East","2024-10-26","787.62","4","196.91"
"Middle East","2024-10-27","68.76","2","34.38"
"Middle East","2024-10-28","212.68","3","70.89"
"Middle East","2024-11-01","712.81","3","237.6"
"Middle East","2024-11-02","761.27","6","126.88"
"Middle East","2024-11-03","689.82","6","114.97"
"Middle East","2024-11-04","581.49","3","193.83"
"Middle East","2024-11-05","1257.37","6","209.56"
"Middle East","2024-11-06","722.42","3","240.81"
"Middle East","2024-11-07","180.68","1","180.68"
"Middle East","2024-11-08","1071.95","3","357.32"
"Middle East","2024-11-09","2459.67","3","819.89"
"Middle East","2024-11-10","300.24","4","75.06"
"Middle East","2024-11-11","1811.59","6","301.93"
"Middle East","2024-11-12","234.48","3","78.16"
"Middle East","2024-11-13","708.73","3","236.24"
"Middle East","2024-11-14","925.74","4","231.44"
"Middle East","2024-11-15","371.84","3","123.95"
"Middle East","2024-11-16","175.75","2","87.88"
"Middle East","2024-11-17","1424.51","6","237.42"
"Middle East","2024-11-18","2388.9","4","597.23"
"Middle East","2024-11-19","494.98","4","123.75"
"Middle East","2024-11-20","161.43","3","53.81"
"Middle East","2024-11-21","192.54","4","48.13"
"Middle East","2024-11-22","1835.3","8","229.41"
"Middle East","2024-11-23","1294.33","1","1294.33"
"Middle East","2024-11-24","2798.83","12","233.24"
"Middle East","2024-11-25","907.54","5","181.51"
"Middle East","2024-11-26","729.4","4","182.35"
"Middle East","2024-11-27","1049.12","5","209.82"
"Middle East","2024-11-28","2090.8","7","298.69"
"Middle East","2024-11-29","422.77","1","422.77"
"Middle East","2024-11-30","872.99","3","291"
"Middle East","2024-12-01","1345.88","7","192.27"
"Middle East","2024-12-02","1818.61","2","909.3"
"Middle East","2024-12-03","1461.79","7","208.83"
"Middle East","2024-12-04","3080.52","11","280.05"
"Middle East","2024-12-05","2796.32","10","279.63"
"Middle East","2024-12-06","2542.09","9","282.45"
"Middle East","2024-12-07","1397.64","7","199.66"
"Middle East","2024-12-08","1290.14","7","184.31"
"Middle East","2024-12-09","2813.29","8","351.66"
"Middle East","2024-12-10","1813.87","6","302.31"
"Middle East","2024-12-11","3928.13","12","327.34"
"Middle East","2024-12-12","1358.89","6","226.48"
"Middle East","2024-12-13","2925.39","9","325.04"
"Middle East","2024-12-14","5351.54","12","445.96"
"Middle East","2024-12-15","3862.08","10","386.21"
"Middle East","2024-12-16","1679.76","11","152.71"
"Middle East","2024-12-17","3769.07","9","418.79"
"Middle East","2024-12-18","4509.17","9","501.02"
"Middle East","2024-12-19","2523.01","12","210.25"
"Middle East","2024-12-20","5072.89","10","507.29"
"Middle East","2024-12-21","1368.43","7","195.49"
"Middle East","2024-12-22","1844.17","7","263.45"
"Middle East","2024-12-23","4146.7","13","318.98"
"Middle East","2024-12-24","2533.09","6","422.18"
"Middle East","2024-12-25","1602.77","9","178.09"
"Middle East","2024-12-26","3270.53","10","327.05"
"Middle East","2024-12-27","4829.68","9","536.63"
"Middle East","2024-12-28","4925.58","21","234.55"
"Middle East","2024-12-29","541.82","4","135.46"
"Middle East","2024-12-30","1896.48","4","474.12"
"Middle East","2024-12-31","215.51","4","53.88"
"North America","2022-01-13","247.09","1","247.09"
"North America","2022-03-05","202.17","1","202.17"
"North America","2022-03-06","606.4","1","606.4"
"North America","2022-03-25","1373.57","1","1373.57"
"North America","2022-04-07","372.4","1","372.4"
"North America","2022-04-18","2127.23","1","2127.23"
"North America","2022-05-09","26.5","1","26.5"
"North America","2022-05-12","105.72","1","105.72"
"North America","2022-06-03","69.82","1","69.82"
"North America","2022-06-10","548.5","1","548.5"
"North America","2022-06-13","45.41","1","45.41"
"North America","2022-06-17","168.6","2","84.3"
"North America","2022-06-24","227.8","1","227.8"
"North America","2022-06-28","58.62","1","58.62"
"North America","2022-07-02","267.15","1","267.15"
"North America","2022-07-03","779.78","2","389.89"
"North America","2022-07-04","19.51","1","19.51"
"North America","2022-07-06","20.47","1","20.47"
"North America","2022-07-07","861.91","1","861.91"
"North America","2022-07-08","154.06","1","154.06"
"North America","2022-07-16","1445.76","3","481.92"
"North America","2022-07-17","263.67","1","263.67"
"North America","2022-07-22","255.48","1","255.48"
"North America","2022-07-23","451.97","1","451.97"
"North America","2022-07-25","485.92","1","485.92"
"North America","2022-07-26","79.25","1","79.25"
"North America","2022-08-02","1678.38","1","1678.38"
"North America","2022-08-05","680.1","2","340.05"
"North America","2022-08-07","479.26","1","479.26"
"North America","2022-08-10","641.29","1","641.29"
"North America","2022-08-12","153.84","1","153.84"
"North America","2022-08-13","18.74","1","18.74"
"North America","2022-08-14","55.47","1","55.47"
"North America","2022-08-15","814.36","2","407.18"
"North America","2022-08-17","95.63","1","95.63"
"North America","2022-08-18","77.81","1","77.81"
"North America","2022-08-19","61.2","2","30.6"
"North America","2022-08-23","502.38","2","251.19"
"North America","2022-08-25","26.01","1","26.01"
"North America","2022-08-26","258.14","1","258.14"
"North America","2022-08-28","602.82","2","301.41"
"North America","2022-09-01","161.68","1","161.68"
"North America","2022-09-02","172.78","1","172.78"
"North America","2022-09-04","159.36","1","159.36"
"North America","2022-09-05","2714.28","1","2714.28"
"North America","2022-09-07","22.9","1","22.9"
"North America","2022-09-11","215.9","1","215.9"
"North America","2022-09-13","30.71","1","30.71"
"North America","2022-09-17","338.45","1","338.45"
"North America","2022-09-18","2517.54","1","2517.54"
"North America","2022-09-19","989.81","1","989.81"
"North America","2022-09-20","1612.58","1","1612.58"
"North America","2022-09-22","49.47","1","49.47"
"North America","2022-09-26","18.61","1","18.61"
"North America","2022-09-27","488.76","2","244.38"
"North America","2022-09-28","392.2","2","196.1"
"North America","2022-10-01","958.56","3","319.52"
"North America","2022-10-02","1267.71","1","1267.71"
"North America","2022-10-03","15.89","1","15.89"
"North America","2022-10-04","674.85","2","337.43"
"North America","2022-10-06","444.83","2","222.41"
"North America","2022-10-09","139.61","2","69.81"
"North America","2022-10-11","70.22","1","70.22"
"North America","2022-10-13","73.31","2","36.66"
"North America","2022-10-14","75.91","1","75.91"
"North America","2022-10-15","83.43","1","83.43"
"North America","2022-10-18","377.83","1","377.83"
"North America","2022-10-23","772.56","2","386.28"
"North America","2022-10-24","2190.04","2","1095.02"
"North America","2022-10-25","2072.67","2","1036.34"
